DateTime,TemperatureF,Humidity,Hour_y,Minute_y,Day_y,Weekend,Holiday,TotalUsage
03-01-2016 00:00,43.3,98,0,0,1,1,0,18.28
03-01-2016 01:00,42.8,96,1,60,1,1,0,16.94238333
03-01-2016 02:00,42.6,95,2,120,1,1,0,17.4911
03-01-2016 03:00,42.8,95,3,180,1,1,0,17.67335
03-01-2016 04:00,42.8,94,4,240,1,1,0,19.20581667
03-01-2016 05:00,43.3,93,5,300,1,1,0,17.61458333
03-01-2016 06:00,43.5,93,6,360,1,1,0,18.02656667
03-01-2016 07:00,43.7,94,7,420,1,1,0,18.8288
03-01-2016 08:00,44.1,94,8,480,1,1,0,19.54771667
03-01-2016 09:00,44.6,88,9,540,1,1,0,22.79753333
03-01-2016 10:00,48.6,75,10,600,1,1,0,26.44146667
03-01-2016 11:00,51.1,70,11,660,1,1,0,27.69833333
03-01-2016 12:00,52.7,64,12,720,1,1,0,23.29708333
03-01-2016 13:00,54.5,59,13,780,1,1,0,18.51145
03-01-2016 14:00,57.6,54,14,840,1,1,0,17.66945
03-01-2016 15:00,58.6,52,15,900,1,1,0,20.90396667
03-01-2016 16:00,60.4,50,16,960,1,1,0,20.02946667
03-01-2016 17:00,62.1,49,17,1020,1,1,0,27.937
03-01-2016 18:00,61.2,53,18,1080,1,1,0,27.56235
03-01-2016 19:00,58.5,32,19,1140,1,1,0,29.09265
03-01-2016 20:00,55.8,35,20,1200,1,1,0,28.02201667
03-01-2016 21:00,48,68,21,1260,1,1,0,27.97955
03-01-2016 22:00,45.3,83,22,1320,1,1,0,24.49188333
03-01-2016 23:00,42.6,88,23,1380,1,1,0,20.70161667
04-01-2016 00:00,41.9,86,0,0,2,0,0,18.00981667
04-01-2016 01:00,43,70,1,60,2,0,0,16.54323333
04-01-2016 02:00,43,66,2,120,2,0,0,16.25168333
04-01-2016 03:00,42.3,72,3,180,2,0,0,14.99203333
04-01-2016 04:00,41.2,71,4,240,2,0,0,15.85205
04-01-2016 05:00,42.1,65,5,300,2,0,0,16.98671667
04-01-2016 06:00,41.4,65,6,360,2,0,0,18.1972
04-01-2016 07:00,39.2,76,7,420,2,0,0,22.065
04-01-2016 08:00,38.3,79,8,480,2,0,0,21.47978333
04-01-2016 09:00,39.7,70,9,540,2,0,0,19.60178333
04-01-2016 10:00,43,60,10,600,2,0,0,20.86986667
04-01-2016 11:00,48.7,46,11,660,2,0,0,19.60638333
04-01-2016 12:00,51.4,38,12,720,2,0,0,19.17643333
04-01-2016 13:00,54.3,34,13,780,2,0,0,17.99275
04-01-2016 14:00,56.5,33,14,840,2,0,0,19.9589
04-01-2016 15:00,57.6,31,15,900,2,0,0,16.09531667
04-01-2016 16:00,57.6,34,16,960,2,0,0,17.80501667
04-01-2016 17:00,57.2,35,17,1020,2,0,0,23.58606667
04-01-2016 18:00,55.2,42,18,1080,2,0,0,33.29945
04-01-2016 19:00,53.1,46,19,1140,2,0,0,27.66231667
04-01-2016 20:00,51.4,51,20,1200,2,0,0,25.30655
04-01-2016 21:00,50.2,54,21,1260,2,0,0,25.2316
04-01-2016 22:00,45.7,70,22,1320,2,0,0,23.78026667
04-01-2016 23:00,42.3,81,23,1380,2,0,0,18.39086667
05-01-2016 00:00,41.2,83,0,0,3,0,0,16.82651667
05-01-2016 01:00,40.3,85,1,60,3,0,0,17.437
05-01-2016 02:00,38.7,92,2,120,3,0,0,18.7028
05-01-2016 03:00,38.1,93,3,180,3,0,0,20.29401667
05-01-2016 04:00,37.9,91,4,240,3,0,0,21.59298333
05-01-2016 05:00,39.4,80,5,300,3,0,0,18.32178333
05-01-2016 06:00,40.3,80,6,360,3,0,0,22.44505
05-01-2016 07:00,41.7,74,7,420,3,0,0,24.0542
05-01-2016 08:00,41,76,8,480,3,0,0,18.34706667
05-01-2016 09:00,41.4,73,9,540,3,0,0,18.52481667
05-01-2016 10:00,41.9,70,10,600,3,0,0,20.05298333
05-01-2016 11:00,44.1,65,11,660,3,0,0,18.4716
05-01-2016 12:00,47.1,61,12,720,3,0,0,19.56458333
05-01-2016 13:00,51.1,54,13,780,3,0,0,17.55345
05-01-2016 14:00,53.8,52,14,840,3,0,0,13.92085
05-01-2016 15:00,56.1,53,15,900,3,0,0,12.85953333
05-01-2016 16:00,57.4,54,16,960,3,0,0,16.33276667
05-01-2016 17:00,55.8,55,17,1020,3,0,0,19.57795
05-01-2016 18:00,55.6,55,18,1080,3,0,0,22.67073333
05-01-2016 19:00,54.9,58,19,1140,3,0,0,24.32418333
05-01-2016 20:00,53.1,61,20,1200,3,0,0,25.20938333
05-01-2016 21:00,52,60,21,1260,3,0,0,21.80466667
05-01-2016 22:00,51.6,63,22,1320,3,0,0,19.71726667
05-01-2016 23:00,50.7,65,23,1380,3,0,0,15.97611667
06-01-2016 00:00,50.4,68,0,0,4,0,0,13.36216667
06-01-2016 01:00,49.5,81,1,60,4,0,0,12.58155
06-01-2016 02:00,48.2,88,2,120,4,0,0,13.96963333
06-01-2016 03:00,48.2,85,3,180,4,0,0,16.66518333
06-01-2016 04:00,48.2,84,4,240,4,0,0,16.98625
06-01-2016 05:00,47.3,89,5,300,4,0,0,16.84341667
06-01-2016 06:00,47.3,90,6,360,4,0,0,16.55865
06-01-2016 07:00,48,87,7,420,4,0,0,23.87833333
06-01-2016 08:00,48.4,82,8,480,4,0,0,21.69286667
06-01-2016 09:00,48,82,9,540,4,0,0,22.7212
06-01-2016 10:00,46.9,82,10,600,4,0,0,17.48658333
06-01-2016 11:00,48,80,11,660,4,0,0,16.3085
06-01-2016 12:00,49.1,82,12,720,4,0,0,16.53588333
06-01-2016 13:00,50,86,13,780,4,0,0,24.98476667
06-01-2016 14:00,50.7,86,14,840,4,0,0,19.35198333
06-01-2016 15:00,51.3,90,15,900,4,0,0,19.80643333
06-01-2016 16:00,51.8,94,16,960,4,0,0,24.78736667
06-01-2016 17:00,52.3,95,17,1020,4,0,0,30.552
06-01-2016 18:00,52.9,98,18,1080,4,0,0,25.22778333
06-01-2016 19:00,53.6,97,19,1140,4,0,0,23.59958333
06-01-2016 20:00,52.9,98,20,1200,4,0,0,18.99868333
06-01-2016 21:00,52.5,98,21,1260,4,0,0,19.47606667
06-01-2016 22:00,52.5,98,22,1320,4,0,0,16.15398333
06-01-2016 23:00,52.7,98,23,1380,4,0,0,13.31941667
07-01-2016 00:00,52.7,98,0,0,5,0,0,11.6012
07-01-2016 01:00,52.7,98,1,60,5,0,0,11.78515
07-01-2016 02:00,52.7,98,2,120,5,0,0,11.5834
07-01-2016 03:00,52.7,98,3,180,5,0,0,14.71083333
07-01-2016 04:00,52.5,98,4,240,5,0,0,15.54295
07-01-2016 05:00,52.3,98,5,300,5,0,0,13.5361
07-01-2016 06:00,51.1,99,6,360,5,0,0,15.58303333
07-01-2016 07:00,50.2,99,7,420,5,0,0,20.44395
07-01-2016 08:00,49.6,99,8,480,5,0,0,16.78796667
07-01-2016 09:00,49.6,99,9,540,5,0,0,19.57046667
07-01-2016 10:00,51.1,99,10,600,5,0,0,26.12605
07-01-2016 11:00,52.9,98,11,660,5,0,0,20.9372
07-01-2016 12:00,57.4,76,12,720,5,0,0,15.0777
07-01-2016 13:00,63.7,61,13,780,5,0,0,19.93556667
07-01-2016 14:00,68.2,43,14,840,5,0,0,14.38323333
07-01-2016 15:00,70.5,39,15,900,5,0,0,13.28225
07-01-2016 16:00,73,35,16,960,5,0,0,18.13803333
07-01-2016 17:00,72.1,46,17,1020,5,0,0,21.15401667
07-01-2016 18:00,70.2,55,18,1080,5,0,0,28.57613333
07-01-2016 19:00,66.2,68,19,1140,5,0,0,24.29936667
07-01-2016 20:00,63,73,20,1200,5,0,0,25.7689
07-01-2016 21:00,61,79,21,1260,5,0,0,18.7471
07-01-2016 22:00,59.4,81,22,1320,5,0,0,15.96558333
07-01-2016 23:00,58.5,81,23,1380,5,0,0,14.16703333
08-01-2016 00:00,56.7,84,0,0,6,0,0,11.06946667
08-01-2016 01:00,54.9,88,1,60,6,0,0,10.53186667
08-01-2016 02:00,54,90,2,120,6,0,0,10.49223333
08-01-2016 03:00,50.5,98,3,180,6,0,0,10.99996667
08-01-2016 04:00,49.6,98,4,240,6,0,0,13.82628333
08-01-2016 05:00,51.3,94,5,300,6,0,0,13.44398333
08-01-2016 06:00,49.8,98,6,360,6,0,0,15.99155
08-01-2016 07:00,46.8,99,7,420,6,0,0,18.62506667
08-01-2016 08:00,48.7,99,8,480,6,0,0,17.97991667
08-01-2016 09:00,49.6,96,9,540,6,0,0,19.93808333
08-01-2016 10:00,49.6,99,10,600,6,0,0,16.57325
08-01-2016 11:00,53.1,94,11,660,6,0,0,13.5391
08-01-2016 12:00,59,79,12,720,6,0,0,19.29981667
08-01-2016 13:00,61.5,82,13,780,6,0,0,17.7644
08-01-2016 14:00,64.2,74,14,840,6,0,0,23.65961667
08-01-2016 15:00,64.2,74,15,900,6,0,0,18.09808333
08-01-2016 16:00,65.7,74,16,960,6,0,0,17.86386667
08-01-2016 17:00,65.8,66,17,1020,6,0,0,16.37958333
08-01-2016 18:00,67.3,71,18,1080,6,0,0,21.82908333
08-01-2016 19:00,63.3,79,19,1140,6,0,0,22.70158333
08-01-2016 20:00,60.6,85,20,1200,6,0,0,20.39631667
08-01-2016 21:00,58.6,89,21,1260,6,0,0,20.58515
08-01-2016 22:00,57.7,89,22,1320,6,0,0,15.46885
08-01-2016 23:00,56.5,94,23,1380,6,0,0,14.53015
09-01-2016 00:00,58.5,70,0,0,7,1,0,12.8592
09-01-2016 01:00,59.2,54,1,60,7,1,0,11.68801667
09-01-2016 02:00,59.2,51,2,120,7,1,0,11.22236667
09-01-2016 03:00,55.2,52,3,180,7,1,0,11.61116667
09-01-2016 04:00,56.3,42,4,240,7,1,0,15.04903333
09-01-2016 05:00,54,43,5,300,7,1,0,13.24736667
09-01-2016 06:00,52.7,50,6,360,7,1,0,13.89535
09-01-2016 07:00,50.9,59,7,420,7,1,0,15.65753333
09-01-2016 08:00,48,73,8,480,7,1,0,15.98365
09-01-2016 09:00,48,73,9,540,7,1,0,25.50188333
09-01-2016 10:00,49.8,63,10,600,7,1,0,27.87528333
09-01-2016 11:00,52.3,58,11,660,7,1,0,23.87843333
09-01-2016 12:00,52.9,51,12,720,7,1,0,22.81268333
09-01-2016 13:00,51.8,50,13,780,7,1,0,19.05975
09-01-2016 14:00,50.7,50,14,840,7,1,0,18.64501667
09-01-2016 15:00,50.4,51,15,900,7,1,0,15.91293333
09-01-2016 16:00,47.7,53,16,960,7,1,0,21.74011667
09-01-2016 17:00,45.9,52,17,1020,7,1,0,22.94275
09-01-2016 18:00,44.8,53,18,1080,7,1,0,26.44555
09-01-2016 19:00,43.9,54,19,1140,7,1,0,20.93433333
09-01-2016 20:00,43.5,58,20,1200,7,1,0,22.27386667
09-01-2016 21:00,42.3,58,21,1260,7,1,0,22.43691667
09-01-2016 22:00,41.9,60,22,1320,7,1,0,22.68741667
09-01-2016 23:00,41.2,62,23,1380,7,1,0,18.98201667
10-01-2016 00:00,40.3,65,0,0,1,1,0,17.21608333
10-01-2016 01:00,39.4,66,1,60,1,1,0,17.1246
10-01-2016 02:00,38.3,69,2,120,1,1,0,19.05788333
10-01-2016 03:00,37.8,71,3,180,1,1,0,19.5177
10-01-2016 04:00,36.7,69,4,240,1,1,0,19.54341667
10-01-2016 05:00,35.8,72,5,300,1,1,0,18.00085
10-01-2016 06:00,35.2,70,6,360,1,1,0,18.36163333
10-01-2016 07:00,34.5,70,7,420,1,1,0,21.52008333
10-01-2016 08:00,33.8,71,8,480,1,1,0,20.50876667
10-01-2016 09:00,35.1,63,9,540,1,1,0,22.48495
10-01-2016 10:00,37.8,58,10,600,1,1,0,25.88573333
10-01-2016 11:00,40.6,51,11,660,1,1,0,27.12716667
10-01-2016 12:00,42.8,44,12,720,1,1,0,24.13813333
10-01-2016 13:00,45.3,40,13,780,1,1,0,26.35541667
10-01-2016 14:00,47.5,37,14,840,1,1,0,25.9954
10-01-2016 15:00,48.9,35,15,900,1,1,0,22.97966667
10-01-2016 16:00,50,35,16,960,1,1,0,23.92825
10-01-2016 17:00,48.6,39,17,1020,1,1,0,29.61653333
10-01-2016 18:00,46.9,43,18,1080,1,1,0,32.98966667
10-01-2016 19:00,45.3,44,19,1140,1,1,0,28.93505
10-01-2016 20:00,44.2,50,20,1200,1,1,0,25.7751
10-01-2016 21:00,42.6,53,21,1260,1,1,0,24.0149
10-01-2016 22:00,42.1,55,22,1320,1,1,0,22.27641667
10-01-2016 23:00,41.9,55,23,1380,1,1,0,18.59305
11-01-2016 00:00,40.8,58,0,0,2,0,0,16.23005
11-01-2016 01:00,40.5,55,1,60,2,0,0,15.6043
11-01-2016 02:00,39.4,57,2,120,2,0,0,16.21958333
11-01-2016 03:00,38.3,62,3,180,2,0,0,15.61098333
11-01-2016 04:00,37.9,61,4,240,2,0,0,16.62143333
11-01-2016 05:00,38.5,58,5,300,2,0,0,18.09908333
11-01-2016 06:00,38.3,57,6,360,2,0,0,19.43688333
11-01-2016 07:00,38.1,59,7,420,2,0,0,24.55515
11-01-2016 08:00,38.3,56,8,480,2,0,0,20.30645
11-01-2016 09:00,40.3,50,9,540,2,0,0,20.60506667
11-01-2016 10:00,41.7,47,10,600,2,0,0,19.41886667
11-01-2016 11:00,45,44,11,660,2,0,0,19.07028333
11-01-2016 12:00,46.8,44,12,720,2,0,0,22.5054
11-01-2016 13:00,50.2,40,13,780,2,0,0,20.54071667
11-01-2016 14:00,52.2,35,14,840,2,0,0,14.56718333
11-01-2016 15:00,54.3,34,15,900,2,0,0,13.23643333
11-01-2016 16:00,56.1,31,16,960,2,0,0,16.18485
11-01-2016 17:00,55,33,17,1020,2,0,0,24.04386667
11-01-2016 18:00,55.8,36,18,1080,2,0,0,25.74373333
11-01-2016 19:00,53.2,38,19,1140,2,0,0,25.6997
11-01-2016 20:00,52,45,20,1200,2,0,0,23.63293333
11-01-2016 21:00,46.4,62,21,1260,2,0,0,22.34523333
11-01-2016 22:00,43.5,75,22,1320,2,0,0,23.7243
11-01-2016 23:00,41.7,81,23,1380,2,0,0,21.0516
12-01-2016 00:00,40.5,84,0,0,3,0,0,17.30756667
12-01-2016 01:00,38.8,90,1,60,3,0,0,15.7165
12-01-2016 02:00,37.9,90,2,120,3,0,0,15.5128
12-01-2016 03:00,37.2,88,3,180,3,0,0,17.46923333
12-01-2016 04:00,37,89,4,240,3,0,0,19.03321667
12-01-2016 05:00,37.2,88,5,300,3,0,0,17.63211667
12-01-2016 06:00,36.3,90,6,360,3,0,0,18.5401
12-01-2016 07:00,37.2,96,7,420,3,0,0,23.73293333
12-01-2016 08:00,37,99,8,480,3,0,0,19.61388333
12-01-2016 09:00,40.3,82,9,540,3,0,0,20.45778333
12-01-2016 10:00,45.9,69,10,600,3,0,0,20.55721667
12-01-2016 11:00,52,56,11,660,3,0,0,18.59508333
12-01-2016 12:00,56.1,51,12,720,3,0,0,18.16076667
12-01-2016 13:00,59.9,42,13,780,3,0,0,21.16741667
12-01-2016 14:00,63.1,33,14,840,3,0,0,20.33501667
12-01-2016 15:00,65.5,27,15,900,3,0,0,16.15285
12-01-2016 16:00,66.9,25,16,960,3,0,0,19.6634
12-01-2016 17:00,67.1,24,17,1020,3,0,0,17.47846667
12-01-2016 18:00,64.6,23,18,1080,3,0,0,18.9065
12-01-2016 19:00,61.2,31,19,1140,3,0,0,19.28706667
12-01-2016 20:00,58.8,42,20,1200,3,0,0,22.17961667
12-01-2016 21:00,53.8,50,21,1260,3,0,0,23.73585
12-01-2016 22:00,48.9,68,22,1320,3,0,0,19.67045
12-01-2016 23:00,47.1,72,23,1380,3,0,0,22.39
13-01-2016 00:00,46,74,0,0,4,0,0,12.2465
13-01-2016 01:00,47.1,72,1,60,4,0,0,11.57673333
13-01-2016 02:00,45.9,77,2,120,4,0,0,11.69456667
13-01-2016 03:00,46.8,75,3,180,4,0,0,12.339
13-01-2016 04:00,46.6,76,4,240,4,0,0,14.26668333
13-01-2016 05:00,46.6,79,5,300,4,0,0,13.62893333
13-01-2016 06:00,41.7,92,6,360,4,0,0,17.6272
13-01-2016 07:00,40.3,95,7,420,4,0,0,22.48743333
13-01-2016 08:00,40.8,94,8,480,4,0,0,19.6934
13-01-2016 09:00,43.5,76,9,540,4,0,0,17.39526667
13-01-2016 10:00,49.8,69,10,600,4,0,0,22.53756667
13-01-2016 11:00,57.2,51,11,660,4,0,0,19.09185
13-01-2016 12:00,59.9,45,12,720,4,0,0,17.75743333
13-01-2016 13:00,61.7,42,13,780,4,0,0,15.40253333
13-01-2016 14:00,63.1,38,14,840,4,0,0,18.7953
13-01-2016 15:00,64.6,36,15,900,4,0,0,16.39115
13-01-2016 16:00,65.8,36,16,960,4,0,0,17.00871667
13-01-2016 17:00,66,36,17,1020,4,0,0,16.82273333
13-01-2016 18:00,65.3,37,18,1080,4,0,0,23.0064
13-01-2016 19:00,62.6,39,19,1140,4,0,0,28.7474
13-01-2016 20:00,60.4,45,20,1200,4,0,0,27.63111667
13-01-2016 21:00,59.4,51,21,1260,4,0,0,25.98986667
13-01-2016 22:00,55.2,58,22,1320,4,0,0,24.23143333
13-01-2016 23:00,53.1,60,23,1380,4,0,0,17.72203333
14-01-2016 00:00,52.3,66,0,0,5,0,0,18.88453333
14-01-2016 01:00,50.7,74,1,60,5,0,0,17.31535
14-01-2016 02:00,50,73,2,120,5,0,0,12.72026667
14-01-2016 03:00,51.1,74,3,180,5,0,0,10.93168333
14-01-2016 04:00,51.1,78,4,240,5,0,0,12.04763333
14-01-2016 05:00,51.8,82,5,300,5,0,0,13.027
14-01-2016 06:00,52.3,83,6,360,5,0,0,15.8746
14-01-2016 07:00,51.1,89,7,420,5,0,0,20.67273333
14-01-2016 08:00,49.8,92,8,480,5,0,0,17.4064
14-01-2016 09:00,51.4,87,9,540,5,0,0,20.15016667
14-01-2016 10:00,54.5,77,10,600,5,0,0,17.71468333
14-01-2016 11:00,58.5,74,11,660,5,0,0,19.96418333
14-01-2016 12:00,62.6,69,12,720,5,0,0,16.41568333
14-01-2016 13:00,64.8,69,13,780,5,0,0,17.70803333
14-01-2016 14:00,67.3,62,14,840,5,0,0,18.69281667
14-01-2016 15:00,68,60,15,900,5,0,0,16.3889
14-01-2016 16:00,70.7,53,16,960,5,0,0,17.75275
14-01-2016 17:00,69.4,56,17,1020,5,0,0,19.51408333
14-01-2016 18:00,69.1,60,18,1080,5,0,0,23.94655
14-01-2016 19:00,66.9,67,19,1140,5,0,0,28.83828333
14-01-2016 20:00,64.9,73,20,1200,5,0,0,23.02228333
14-01-2016 21:00,63.1,75,21,1260,5,0,0,24.98656667
14-01-2016 22:00,60.4,81,22,1320,5,0,0,15.92171667
14-01-2016 23:00,59.9,86,23,1380,5,0,0,12.98696667
15-01-2016 00:00,58.1,91,0,0,6,0,0,12.44386667
15-01-2016 01:00,58.5,89,1,60,6,0,0,10.34643333
15-01-2016 02:00,58.5,88,2,120,6,0,0,10.47701667
15-01-2016 03:00,57.7,89,3,180,6,0,0,10.26435
15-01-2016 04:00,57.6,82,4,240,6,0,0,11.27325
15-01-2016 05:00,57,79,5,300,6,0,0,10.73075
15-01-2016 06:00,56.7,70,6,360,6,0,0,14.90455
15-01-2016 07:00,52.9,78,7,420,6,0,0,22.22615
15-01-2016 08:00,52,64,8,480,6,0,0,16.78598333
15-01-2016 09:00,53.1,48,9,540,6,0,0,17.43828333
15-01-2016 10:00,55.8,42,10,600,6,0,0,19.65646667
15-01-2016 11:00,58.8,34,11,660,6,0,0,18.1307
15-01-2016 12:00,61.2,32,12,720,6,0,0,17.01966667
15-01-2016 13:00,63.9,32,13,780,6,0,0,16.98991667
15-01-2016 14:00,67.3,28,14,840,6,0,0,19.89695
15-01-2016 15:00,69.8,21,15,900,6,0,0,19.26785
15-01-2016 16:00,71.2,19,16,960,6,0,0,17.66928333
15-01-2016 17:00,71.1,20,17,1020,6,0,0,18.5749
15-01-2016 18:00,71.4,21,18,1080,6,0,0,20.20643333
15-01-2016 19:00,67.3,24,19,1140,6,0,0,19.14631667
15-01-2016 20:00,63.7,28,20,1200,6,0,0,22.59305
15-01-2016 21:00,56.7,58,21,1260,6,0,0,20.69358333
15-01-2016 22:00,52.2,65,22,1320,6,0,0,20.5161
15-01-2016 23:00,49.8,72,23,1380,6,0,0,15.89281667
16-01-2016 00:00,48.2,73,0,0,7,1,0,12.4749
16-01-2016 01:00,47.1,74,1,60,7,1,0,13.4118
16-01-2016 02:00,46.4,76,2,120,7,1,0,12.08185
16-01-2016 03:00,45.5,78,3,180,7,1,0,12.11261667
16-01-2016 04:00,46.6,75,4,240,7,1,0,11.90196667
16-01-2016 05:00,44.8,75,5,300,7,1,0,16.39013333
16-01-2016 06:00,46.2,74,6,360,7,1,0,16.79716667
16-01-2016 07:00,45.9,74,7,420,7,1,0,17.46545
16-01-2016 08:00,47.1,71,8,480,7,1,0,23.51508333
16-01-2016 09:00,48.4,71,9,540,7,1,0,23.32553333
16-01-2016 10:00,49.8,73,10,600,7,1,0,30.28346667
16-01-2016 11:00,52.3,59,11,660,7,1,0,23.44873333
16-01-2016 12:00,52.7,67,12,720,7,1,0,26.83265
16-01-2016 13:00,53.6,62,13,780,7,1,0,24.86671667
16-01-2016 14:00,55.6,55,14,840,7,1,0,16.99111667
16-01-2016 15:00,61.3,36,15,900,7,1,0,19.65245
16-01-2016 16:00,60.6,45,16,960,7,1,0,23.15355
16-01-2016 17:00,56.5,45,17,1020,7,1,0,26.60736667
16-01-2016 18:00,53.6,44,18,1080,7,1,0,26.14123333
16-01-2016 19:00,50,53,19,1140,7,1,0,22.87506667
16-01-2016 20:00,47.8,62,20,1200,7,1,0,26.84021667
16-01-2016 21:00,46.9,63,21,1260,7,1,0,25.59865
16-01-2016 22:00,46.6,64,22,1320,7,1,0,24.11845
16-01-2016 23:00,45.1,69,23,1380,7,1,0,19.10331667
17-01-2016 00:00,43.9,70,0,0,1,1,0,15.40366667
17-01-2016 01:00,43.3,69,1,60,1,1,0,14.82845
17-01-2016 02:00,41.9,75,2,120,1,1,0,14.91401667
17-01-2016 03:00,40.6,78,3,180,1,1,0,15.50418333
17-01-2016 04:00,39.2,82,4,240,1,1,0,15.58765
17-01-2016 05:00,38.1,83,5,300,1,1,0,16.0388
17-01-2016 06:00,36.9,83,6,360,1,1,0,19.63165
17-01-2016 07:00,37.2,81,7,420,1,1,0,21.49348333
17-01-2016 08:00,34.5,92,8,480,1,1,0,28.60026667
17-01-2016 09:00,36.9,86,9,540,1,1,0,27.59983333
17-01-2016 10:00,41.4,73,10,600,1,1,0,28.3371
17-01-2016 11:00,46.6,52,11,660,1,1,0,21.67118333
17-01-2016 12:00,48.4,46,12,720,1,1,0,20.02995
17-01-2016 13:00,51.6,40,13,780,1,1,0,17.30905
17-01-2016 14:00,53.6,38,14,840,1,1,0,17.75265
17-01-2016 15:00,55.8,35,15,900,1,1,0,15.09615
17-01-2016 16:00,56.5,36,16,960,1,1,0,19.22173333
17-01-2016 17:00,56.3,35,17,1020,1,1,0,24.28715
17-01-2016 18:00,55.4,40,18,1080,1,1,0,22.08501667
17-01-2016 19:00,53.6,47,19,1140,1,1,0,19.9766
17-01-2016 20:00,52.5,49,20,1200,1,1,0,18.53166667
17-01-2016 21:00,51.4,51,21,1260,1,1,0,23.37746667
17-01-2016 22:00,50.2,54,22,1320,1,1,0,20.69671667
17-01-2016 23:00,48.2,61,23,1380,1,1,0,16.98183333
18-01-2016 00:00,47.1,63,0,0,2,0,0,16.07083333
18-01-2016 01:00,45,72,1,60,2,0,0,14.95523333
18-01-2016 02:00,41.4,84,2,120,2,0,0,15.73403333
18-01-2016 03:00,39.6,89,3,180,2,0,0,15.07603333
18-01-2016 04:00,38.1,93,4,240,2,0,0,15.74073333
18-01-2016 05:00,37.9,93,5,300,2,0,0,15.76843333
18-01-2016 06:00,37.8,93,6,360,2,0,0,16.73963333
18-01-2016 07:00,37.8,95,7,420,2,0,0,24.18788333
18-01-2016 08:00,38.8,94,8,480,2,0,0,23.71623333
18-01-2016 09:00,41.5,83,9,540,2,0,0,21.92798333
18-01-2016 10:00,44.8,71,10,600,2,0,0,25.38451667
18-01-2016 11:00,49.3,62,11,660,2,0,0,21.45725
18-01-2016 12:00,50.5,58,12,720,2,0,0,20.43751667
18-01-2016 13:00,52.2,53,13,780,2,0,0,18.33811667
18-01-2016 14:00,55.2,47,14,840,2,0,0,21.7676
18-01-2016 15:00,58.8,42,15,900,2,0,0,15.2024
